metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
vus,1641512908,20.000000,,,,,,,,,,,,,,,
vus_max,1641512908,20.000000,,,,,,,,,,,,,,,
vus,1641512909,20.000000,,,,,,,,,,,,,,,
vus_max,1641512909,20.000000,,,,,,,,,,,,,,,
vus,1641512910,20.000000,,,,,,,,,,,,,,,
vus_max,1641512910,20.000000,,,,,,,,,,,,,,,
http_reqs,1641512910,1.000000,,,,true,,POST,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,HTTP/1.1,constant,,200,,tls1.2,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,trace_header=00-9b7c706900801f5326a66de70a6a5446-945687fa190f2425-01
http_req_duration,1641512910,2860.952000,,,,true,,POST,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,HTTP/1.1,constant,,200,,tls1.2,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,trace_header=00-9b7c706900801f5326a66de70a6a5446-945687fa190f2425-01
http_req_blocked,1641512910,554.367700,,,,true,,POST,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,HTTP/1.1,constant,,200,,tls1.2,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,trace_header=00-9b7c706900801f5326a66de70a6a5446-945687fa190f2425-01
http_req_connecting,1641512910,109.503600,,,,true,,POST,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,HTTP/1.1,constant,,200,,tls1.2,https://thumbnail-generator-apim.azure-api.net/thumbnail-generator-function-app/upload/img-9b7c706900801f5326a66de70a6a5446.jpg,trace_header=00-9b7c706900801f5326a66de70a6a5446-945687fa190f2425-01
