trace_id,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,f1_cold_start,f2_cold_start
6ed3e235bb1d8c5717eee984e7085e0b,2022-01-06 09:49:07.686000,2022-01-06 09:49:08.214000,2022-01-06 09:49:09.228000,2022-01-06 09:49:09.233000,2022-01-06 09:49:09.343000,2022-01-06 09:49:09.393775,2022-01-06 09:49:09.888000,2022-01-06 09:49:09.998000,2022-01-06 09:49:10.162000,2022-01-06 09:49:10.197534,2022-01-06 09:49:10.504000,2022-01-06 09:49:10.505000,2022-01-06 09:49:10.517069,1,1
152396703d4c99ceed1c6c93c928de48,2022-01-06 09:49:09.642000,2022-01-06 09:49:09.652000,2022-01-06 09:49:10.248000,2022-01-06 09:49:10.253000,2022-01-06 09:49:10.255000,2022-01-06 09:49:10.268568,2022-01-06 09:49:10.434000,2022-01-06 09:49:10.437000,2022-01-06 09:49:10.448000,2022-01-06 09:49:10.454185,2022-01-06 09:49:10.484000,2022-01-06 09:49:10.486000,2022-01-06 09:49:10.495460,0,0
87b89d3e3589ebd969884b54ab8daa83,2022-01-06 09:49:10.666000,2022-01-06 09:49:10.666000,2022-01-06 09:49:11.251000,2022-01-06 09:49:11.256000,2022-01-06 09:49:11.257000,2022-01-06 09:49:11.269594,2022-01-06 09:49:11.745000,2022-01-06 09:49:11.748000,2022-01-06 09:49:11.754000,2022-01-06 09:49:11.790761,2022-01-06 09:49:11.834000,2022-01-06 09:49:11.835000,2022-01-06 09:49:11.844088,0,0
5e13d1194c6376d7124014b07fae91c3,2022-01-06 09:49:21.627000,2022-01-06 09:49:21.627000,2022-01-06 09:49:22.307000,2022-01-06 09:49:22.312000,2022-01-06 09:49:22.313000,2022-01-06 09:49:22.335228,2022-01-06 09:49:22.845000,2022-01-06 09:49:22.847000,2022-01-06 09:49:22.852000,2022-01-06 09:49:22.859236,2022-01-06 09:49:22.902000,2022-01-06 09:49:22.903000,2022-01-06 09:49:22.911786,0,0
63b883a601ee024bc01a49d046052502,2022-01-06 09:49:22.643000,2022-01-06 09:49:22.651000,2022-01-06 09:49:23.314000,2022-01-06 09:49:23.319000,2022-01-06 09:49:23.320000,2022-01-06 09:49:23.330995,2022-01-06 09:49:23.902000,2022-01-06 09:49:23.904000,2022-01-06 09:49:23.909000,2022-01-06 09:49:23.915920,2022-01-06 09:49:23.960000,2022-01-06 09:49:23.961000,2022-01-06 09:49:23.972049,0,0
d7d335c7fc00947cff5a5411666d7131,2022-01-06 09:49:23.619000,2022-01-06 09:49:23.624000,2022-01-06 09:49:24.324000,2022-01-06 09:49:24.337000,2022-01-06 09:49:24.339000,2022-01-06 09:49:24.351317,2022-01-06 09:49:24.824000,2022-01-06 09:49:24.826000,2022-01-06 09:49:24.832000,2022-01-06 09:49:24.840219,2022-01-06 09:49:24.885000,2022-01-06 09:49:24.886000,2022-01-06 09:49:24.922362,0,0
fd49f9aa8155e2d60527346cdde28dd3,2022-01-06 09:49:25.306000,2022-01-06 09:49:25.317000,2022-01-06 09:49:25.430000,2022-01-06 09:49:25.437000,2022-01-06 09:49:25.438000,2022-01-06 09:49:25.539124,2022-01-06 09:49:26.000000,2022-01-06 09:49:26.003000,2022-01-06 09:49:26.009000,2022-01-06 09:49:26.044956,2022-01-06 09:49:26.099000,2022-01-06 09:49:26.100000,2022-01-06 09:49:26.108640,0,0
ecf11242ec93aa6b324f29d64d515239,2022-01-06 09:49:26.309000,2022-01-06 09:49:26.320000,2022-01-06 09:49:26.426000,2022-01-06 09:49:26.432000,2022-01-06 09:49:26.434000,2022-01-06 09:49:26.446101,2022-01-06 09:49:26.595000,2022-01-06 09:49:26.598000,2022-01-06 09:49:26.604000,2022-01-06 09:49:26.641622,2022-01-06 09:49:26.680000,2022-01-06 09:49:26.681000,2022-01-06 09:49:26.693408,0,0
b204aa613cf88630d488995c75fd9e26,2022-01-06 09:49:27.310000,2022-01-06 09:49:27.315000,2022-01-06 09:49:27.429000,2022-01-06 09:49:27.434000,2022-01-06 09:49:27.436000,2022-01-06 09:49:27.449964,2022-01-06 09:49:27.892000,2022-01-06 09:49:27.895000,2022-01-06 09:49:27.900000,2022-01-06 09:49:27.934354,2022-01-06 09:49:27.977000,2022-01-06 09:49:27.977000,2022-01-06 09:49:27.985793,0,0
88a2a8fd3fbb3bf9b5f3715622fe7224,2022-01-06 09:49:28.304000,2022-01-06 09:49:28.314000,2022-01-06 09:49:28.427000,2022-01-06 09:49:28.431000,2022-01-06 09:49:28.433000,2022-01-06 09:49:28.445302,2022-01-06 09:49:29.006000,2022-01-06 09:49:29.009000,2022-01-06 09:49:29.014000,2022-01-06 09:49:29.054743,2022-01-06 09:49:29.102000,2022-01-06 09:49:29.103000,2022-01-06 09:49:29.111810,0,0
ba2ab4baf1253e9de79b30fd56682c5f,2022-01-06 09:49:29.306000,2022-01-06 09:49:29.312000,2022-01-06 09:49:29.418000,2022-01-06 09:49:29.423000,2022-01-06 09:49:29.424000,2022-01-06 09:49:29.469377,2022-01-06 09:49:29.614000,2022-01-06 09:49:29.616000,2022-01-06 09:49:29.622000,2022-01-06 09:49:29.659044,2022-01-06 09:49:29.700000,2022-01-06 09:49:29.700000,2022-01-06 09:49:29.710259,0,0
b06c54980a2e1852d1a72a8f2de9b334,2022-01-06 09:49:30.303000,2022-01-06 09:49:30.313000,2022-01-06 09:49:30.419000,2022-01-06 09:49:30.424000,2022-01-06 09:49:30.425000,2022-01-06 09:49:30.438984,2022-01-06 09:49:30.901000,2022-01-06 09:49:30.903000,2022-01-06 09:49:30.908000,2022-01-06 09:49:30.944215,2022-01-06 09:49:30.987000,2022-01-06 09:49:30.989000,2022-01-06 09:49:30.998368,0,0
