metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
vus,1641484969,10.000000,,,,,,,,,,,,,,,
vus_max,1641484969,130.000000,,,,,,,,,,,,,,,
vus,1641484970,10.000000,,,,,,,,,,,,,,,
vus_max,1641484970,130.000000,,,,,,,,,,,,,,,
http_reqs,1641484970,1.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_duration,1641484970,1888.494600,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_blocked,1641484970,301.722400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_connecting,1641484970,4.789900,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_tls_handshaking,1641484970,253.665100,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_sending,1641484970,34.017600,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_waiting,1641484970,1854.143600,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_receiving,1641484970,0.333400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
http_req_failed,1641484970,0.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-3f6dbd4bfadbf04adccc60b9.jpg,xray_header=Root=1-61d712a8-3f6dbd4bfadbf04adccc60b9
checks,1641484970,1.000000,status is 200,,,,,,,,burst_stage_1,,,,,,
data_sent,1641484970,168084.000000,,,,,,,,,burst_stage_1,,,,,,
data_received,1641484970,6435.000000,,,,,,,,,burst_stage_1,,,,,,
iteration_duration,1641484970,2191.174900,,,,,,,,,burst_stage_1,,,,,,
iterations,1641484970,1.000000,,,,,,,,,burst_stage_1,,,,,,
http_reqs,1641484971,1.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_duration,1641484971,901.411100,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_blocked,1641484971,44.299300,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_connecting,1641484971,10.644400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_tls_handshaking,1641484971,33.080900,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_sending,1641484971,37.531400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_waiting,1641484971,863.686300,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_receiving,1641484971,0.193400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
http_req_failed,1641484971,0.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-38a9e2f2804b2a6970cc0b3f.jpg,xray_header=Root=1-61d712aa-38a9e2f2804b2a6970cc0b3f
checks,1641484971,1.000000,status is 200,,,,,,,,burst_stage_1,,,,,,
data_sent,1641484971,168030.000000,,,,,,,,,burst_stage_1,,,,,,
data_received,1641484971,6459.000000,,,,,,,,,burst_stage_1,,,,,,
iteration_duration,1641484971,947.280100,,,,,,,,,burst_stage_1,,,,,,
iterations,1641484971,1.000000,,,,,,,,,burst_stage_1,,,,,,
vus,1641484971,10.000000,,,,,,,,,,,,,,,
vus_max,1641484971,130.000000,,,,,,,,,,,,,,,
http_reqs,1641484971,1.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_duration,1641484971,2289.420600,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_blocked,1641484971,26.415400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_connecting,1641484971,12.253600,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_tls_handshaking,1641484971,13.698700,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_sending,1641484971,33.422100,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_waiting,1641484971,2255.735100,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_receiving,1641484971,0.263400,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
http_req_failed,1641484971,0.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-5989a28edb02e5d148f52884.jpg,xray_header=Root=1-61d712a9-5989a28edb02e5d148f52884
checks,1641484971,1.000000,status is 200,,,,,,,,burst_stage_1,,,,,,
data_sent,1641484971,167960.000000,,,,,,,,,burst_stage_1,,,,,,
data_received,1641484971,6225.000000,,,,,,,,,burst_stage_1,,,,,,
iteration_duration,1641484971,2318.129200,,,,,,,,,burst_stage_1,,,,,,
iterations,1641484971,1.000000,,,,,,,,,burst_stage_1,,,,,,
http_reqs,1641484972,1.000000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
http_req_duration,1641484972,844.485500,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
http_req_blocked,1641484972,31.823100,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
http_req_connecting,1641484972,5.630300,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
http_req_tls_handshaking,1641484972,25.672000,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
http_req_sending,1641484972,24.400200,,,,true,,POST,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,HTTP/2.0,burst_stage_1,,200,,tls1.3,https://fyz6v4t3y4.execute-api.us-east-1.amazonaws.com/dev/upload?filename=img-010cbd48091f245909cbcd6d.jpg,xray_header=Root=1-61d712ab-010cbd48091f245909cbcd6d
