trace_id,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,f1_cold_start,f2_cold_start
84667cfc1709d5a20e8e62b5c8021b91,2022-01-06 11:31:28.368000,2022-01-06 11:31:28.377000,2022-01-06 11:31:28.926000,2022-01-06 11:31:28.933000,2022-01-06 11:31:28.935000,2022-01-06 11:31:28.970979,2022-01-06 11:31:29.468000,2022-01-06 11:31:29.473000,2022-01-06 11:31:29.515000,2022-01-06 11:31:29.521442,2022-01-06 11:31:29.561000,2022-01-06 11:31:29.562000,2022-01-06 11:31:29.571908,0,0
84af09a47a86ff761672195c138ca05a,2022-01-06 11:31:33.383000,2022-01-06 11:31:33.424000,2022-01-06 11:31:33.988000,2022-01-06 11:31:33.993000,2022-01-06 11:31:33.995000,2022-01-06 11:31:34.009425,2022-01-06 11:31:34.481000,2022-01-06 11:31:34.483000,2022-01-06 11:31:34.489000,2022-01-06 11:31:34.495367,2022-01-06 11:31:34.542000,2022-01-06 11:31:34.543000,2022-01-06 11:31:34.550584,0,0
25ad643d034d0d9e3c5416f0c7518333,2022-01-06 11:31:38.363000,2022-01-06 11:31:38.380000,2022-01-06 11:31:38.971000,2022-01-06 11:31:38.980000,2022-01-06 11:31:38.981000,2022-01-06 11:31:39.007527,2022-01-06 11:31:39.506000,2022-01-06 11:31:39.509000,2022-01-06 11:31:39.513000,2022-01-06 11:31:39.519019,2022-01-06 11:31:39.559000,2022-01-06 11:31:39.560000,2022-01-06 11:31:39.569116,0,0
bf8e1b3914ef97bbe331c6e81798e9cd,2022-01-06 11:31:43.359000,2022-01-06 11:31:43.368000,2022-01-06 11:31:43.960000,2022-01-06 11:31:43.966000,2022-01-06 11:31:43.967000,2022-01-06 11:31:43.986913,2022-01-06 11:31:44.508000,2022-01-06 11:31:44.514000,2022-01-06 11:31:44.518000,2022-01-06 11:31:44.524661,2022-01-06 11:31:44.564000,2022-01-06 11:31:44.565000,2022-01-06 11:31:44.574330,0,0
213f1a24299d2f03bcb967ecb0b5ec2b,2022-01-06 11:31:48.350000,2022-01-06 11:31:48.367000,2022-01-06 11:31:48.974000,2022-01-06 11:31:48.978000,2022-01-06 11:31:48.979000,2022-01-06 11:31:49.036789,2022-01-06 11:31:49.512000,2022-01-06 11:31:49.514000,2022-01-06 11:31:49.520000,2022-01-06 11:31:49.526670,2022-01-06 11:31:49.574000,2022-01-06 11:31:49.575000,2022-01-06 11:31:49.584498,0,0
77c40b7ce100abae9e0a6ef38cc42347,2022-01-06 11:31:53.372000,2022-01-06 11:31:53.387000,2022-01-06 11:31:54.031000,2022-01-06 11:31:54.036000,2022-01-06 11:31:54.038000,2022-01-06 11:31:54.050973,2022-01-06 11:31:54.623000,2022-01-06 11:31:54.625000,2022-01-06 11:31:54.630000,2022-01-06 11:31:54.636203,2022-01-06 11:31:54.676000,2022-01-06 11:31:54.677000,2022-01-06 11:31:54.685494,0,0
41e5b015f8dc233fb546f8a87bf10869,2022-01-06 11:32:28.322000,2022-01-06 11:32:28.335000,2022-01-06 11:32:28.988000,2022-01-06 11:32:28.994000,2022-01-06 11:32:28.995000,2022-01-06 11:32:29.008141,2022-01-06 11:32:29.570000,2022-01-06 11:32:29.572000,2022-01-06 11:32:29.579000,2022-01-06 11:32:29.586883,2022-01-06 11:32:29.631000,2022-01-06 11:32:29.633000,2022-01-06 11:32:29.642529,0,0
3d2035bb16333b3d67bb66faf9f4630b,2022-01-06 11:32:32.984000,2022-01-06 11:32:33.005000,2022-01-06 11:32:33.113000,2022-01-06 11:32:33.120000,2022-01-06 11:32:33.121000,2022-01-06 11:32:33.135993,2022-01-06 11:32:33.544000,2022-01-06 11:32:33.546000,2022-01-06 11:32:33.551000,2022-01-06 11:32:33.556805,2022-01-06 11:32:33.596000,2022-01-06 11:32:33.597000,2022-01-06 11:32:33.611127,0,0
a5985b113ce8e2770d57db2e222f7154,2022-01-06 11:32:37.986000,2022-01-06 11:32:38.006000,2022-01-06 11:32:38.116000,2022-01-06 11:32:38.122000,2022-01-06 11:32:38.123000,2022-01-06 11:32:38.137637,2022-01-06 11:32:38.645000,2022-01-06 11:32:38.648000,2022-01-06 11:32:38.654000,2022-01-06 11:32:38.660576,2022-01-06 11:32:38.714000,2022-01-06 11:32:38.715000,2022-01-06 11:32:38.723695,0,0
5258ac618aee65c7a7369d8a1ea7667f,2022-01-06 11:32:42.997000,2022-01-06 11:32:43.004000,2022-01-06 11:32:43.125000,2022-01-06 11:32:43.131000,2022-01-06 11:32:43.132000,2022-01-06 11:32:43.174486,2022-01-06 11:32:43.660000,2022-01-06 11:32:43.662000,2022-01-06 11:32:43.666000,2022-01-06 11:32:43.672485,2022-01-06 11:32:43.719000,2022-01-06 11:32:43.720000,2022-01-06 11:32:43.731508,0,0
a56bc762df324371391d67cf02514a58,2022-01-06 11:32:47.981000,2022-01-06 11:32:48.003000,2022-01-06 11:32:48.108000,2022-01-06 11:32:48.114000,2022-01-06 11:32:48.115000,2022-01-06 11:32:48.130049,2022-01-06 11:32:48.664000,2022-01-06 11:32:48.692000,2022-01-06 11:32:48.697000,2022-01-06 11:32:48.701950,2022-01-06 11:32:48.741000,2022-01-06 11:32:48.743000,2022-01-06 11:32:48.750179,0,0
743372f64f6125393ec2907013a65d70,2022-01-06 11:32:52.973000,2022-01-06 11:32:53.000000,2022-01-06 11:32:53.091000,2022-01-06 11:32:53.098000,2022-01-06 11:32:53.100000,2022-01-06 11:32:53.135539,2022-01-06 11:32:53.650000,2022-01-06 11:32:53.652000,2022-01-06 11:32:53.657000,2022-01-06 11:32:53.665034,2022-01-06 11:32:53.710000,2022-01-06 11:32:53.711000,2022-01-06 11:32:53.720233,0,0
d1f2790bac9cfee0075fa6009acc3ab2,2022-01-06 11:32:57.962000,2022-01-06 11:32:57.975000,2022-01-06 11:32:58.088000,2022-01-06 11:32:58.097000,2022-01-06 11:32:58.099000,2022-01-06 11:32:58.115432,2022-01-06 11:32:58.603000,2022-01-06 11:32:58.606000,2022-01-06 11:32:58.613000,2022-01-06 11:32:58.619157,2022-01-06 11:32:58.661000,2022-01-06 11:32:58.662000,2022-01-06 11:32:58.670970,0,0
965e4c220559dcdd2a167856cca4b0e9,2022-01-06 11:33:02.958000,2022-01-06 11:33:02.979000,2022-01-06 11:33:03.097000,2022-01-06 11:33:03.103000,2022-01-06 11:33:03.105000,2022-01-06 11:33:03.119198,2022-01-06 11:33:03.657000,2022-01-06 11:33:03.659000,2022-01-06 11:33:03.674000,2022-01-06 11:33:03.680887,2022-01-06 11:33:03.719000,2022-01-06 11:33:03.720000,2022-01-06 11:33:03.729584,0,0
6890a654349bbe1c576091739a6cfe47,2022-01-06 11:33:07.944000,2022-01-06 11:33:07.966000,2022-01-06 11:33:08.085000,2022-01-06 11:33:08.091000,2022-01-06 11:33:08.092000,2022-01-06 11:33:08.108743,2022-01-06 11:33:08.644000,2022-01-06 11:33:08.646000,2022-01-06 11:33:08.651000,2022-01-06 11:33:08.658716,2022-01-06 11:33:08.697000,2022-01-06 11:33:08.698000,2022-01-06 11:33:08.706430,0,0
c75fce6e7a6a18251f4866912c8ef67e,2022-01-06 11:33:12.953000,2022-01-06 11:33:12.961000,2022-01-06 11:33:13.078000,2022-01-06 11:33:13.084000,2022-01-06 11:33:13.085000,2022-01-06 11:33:13.107310,2022-01-06 11:33:13.611000,2022-01-06 11:33:13.614000,2022-01-06 11:33:13.618000,2022-01-06 11:33:13.624088,2022-01-06 11:33:13.663000,2022-01-06 11:33:13.664000,2022-01-06 11:33:13.673158,0,0
